,source_id,target_id,pair_id,label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
629,http://mouse.owl#MA_0001933,http://human.owl#NCI_C52845,http://mouse.owl#MA_0001933-http://human.owl#NCI_C52845,True,0.105892256,0.0020540506,0.057098545,-0.09461446,0.105125494,-0.09367372,-0.13626093,0.17023806,-0.16427615,0.06143201
291,http://mouse.owl#MA_0002186,http://human.owl#NCI_C53058,http://mouse.owl#MA_0002186-http://human.owl#NCI_C53058,True,0.08982329,0.030643262,0.0908936,-0.099231124,0.02277481,0.04530343,0.12607475,0.10008694,-0.25051218,-0.08610209
1385,http://mouse.owl#MA_0001693,http://human.owl#NCI_C32211,http://mouse.owl#MA_0001693-http://human.owl#NCI_C32211,True,0.08221326,0.028374396,-0.06365979,0.17502967,0.062726155,-0.058459807,-0.065545864,0.31176698,-0.2839744,-0.106334224
1300,http://mouse.owl#MA_0001286,http://human.owl#NCI_C13323,http://mouse.owl#MA_0001286-http://human.owl#NCI_C13323,True,0.03382404,-0.009894034,-0.023709174,0.057619344,0.1570139,-0.09957075,0.1289981,-0.0067824214,-0.41293573,0.019234836
1349,http://mouse.owl#MA_0001111,http://human.owl#NCI_C12820,http://mouse.owl#MA_0001111-http://human.owl#NCI_C12820,True,-0.021322513,0.0580232,-0.0640552,0.108664885,0.042630576,-0.18058392,0.08155566,0.2030268,-0.1604172,-0.018331345
560,http://mouse.owl#MA_0000186,http://human.owl#NCI_C49136,http://mouse.owl#MA_0000186-http://human.owl#NCI_C49136,True,0.06906493,0.13739365,0.053618677,0.10857151,0.09075412,-0.0868376,0.10081096,0.11171192,-0.41127545,0.020863682
552,http://mouse.owl#MA_0002065,http://human.owl#NCI_C53018,http://mouse.owl#MA_0002065-http://human.owl#NCI_C53018,True,0.056219384,0.0078377165,-0.052222073,0.04664852,-0.028671853,0.042225186,0.004051404,0.059827484,-0.13531603,0.047267944
129,http://mouse.owl#MA_0000768,http://human.owl#NCI_C45713,http://mouse.owl#MA_0000768-http://human.owl#NCI_C45713,True,0.053894274,-0.064298235,-0.13573615,-0.00069681555,0.14315501,-0.0425513,-0.0065850937,0.06353479,-0.12439422,0.12847582
978,http://mouse.owl#MA_0001238,http://human.owl#NCI_C32314,http://mouse.owl#MA_0001238-http://human.owl#NCI_C32314,True,0.16287774,0.010006426,0.07110505,-0.04023134,0.11500145,0.085214995,0.22203004,0.044736996,-0.103762046,-0.016976014
331,http://mouse.owl#MA_0000703,http://human.owl#NCI_C49329,http://mouse.owl#MA_0000703-http://human.owl#NCI_C49329,True,0.04126274,0.016912289,-0.0032474715,0.0059928857,0.09201974,-0.058405317,0.00055995956,0.052354686,-0.099475935,-0.12274154
323,http://mouse.owl#MA_0000339,http://human.owl#NCI_C12387,http://mouse.owl#MA_0000339-http://human.owl#NCI_C12387,True,0.0038721897,0.054339208,-0.025564995,0.17420304,0.07365838,-0.15457125,0.11046382,0.051522575,-0.19765955,0.021974802
691,http://mouse.owl#MA_0000805,http://human.owl#NCI_C33627,http://mouse.owl#MA_0000805-http://human.owl#NCI_C33627,True,-0.12733658,-0.08968848,-0.019263148,-0.091714844,0.07219772,-0.15426353,-0.095877886,0.1104578,-0.07844644,0.04285427
1415,http://mouse.owl#MA_0001048,http://human.owl#NCI_C33069,http://mouse.owl#MA_0001048-http://human.owl#NCI_C33069,True,-0.11281201,0.024084173,-0.053880256,0.0042730495,0.0054326467,-0.16491404,-0.03691888,0.027378248,-0.11523463,-0.19623536
1150,http://mouse.owl#MA_0000404,http://human.owl#NCI_C12410,http://mouse.owl#MA_0000404-http://human.owl#NCI_C12410,True,0.06729196,0.17199877,0.09508229,0.10218626,0.09241791,-0.1253609,0.14075425,0.24329522,-0.6336896,-0.121509254
135,http://mouse.owl#MA_0001680,http://human.owl#NCI_C49273,http://mouse.owl#MA_0001680-http://human.owl#NCI_C49273,True,0.072164655,0.07046528,0.0062784404,0.10024432,0.043190777,-0.025094818,0.025698608,-0.036012992,-0.2073378,-0.027628545
678,http://mouse.owl#MA_0001466,http://human.owl#NCI_C32635,http://mouse.owl#MA_0001466-http://human.owl#NCI_C32635,True,0.0073970594,0.10061118,0.1486935,0.13208754,0.06780107,0.052252,-0.077192344,0.09011933,-0.1225606,0.01768044
1412,http://mouse.owl#MA_0002004,http://human.owl#NCI_C32780,http://mouse.owl#MA_0002004-http://human.owl#NCI_C32780,True,0.03905208,-0.15502861,0.1416767,0.046373483,-0.10049982,-0.09768659,-0.03549758,0.0678168,-0.06156702,-0.062399503
736,http://mouse.owl#MA_0002398,http://human.owl#NCI_C33809,http://mouse.owl#MA_0002398-http://human.owl#NCI_C33809,True,0.027053084,-0.07013634,0.045959063,0.037917048,-0.10358742,0.09979905,-0.054057587,0.1020493,-0.28191036,0.12452497
435,http://mouse.owl#MA_0001722,http://human.owl#NCI_C32425,http://mouse.owl#MA_0001722-http://human.owl#NCI_C32425,True,-0.0036663525,0.05192752,0.002930954,-0.057623457,-0.001373563,-0.013702266,0.18397418,0.13795158,-0.1638187,-0.16045979
669,http://mouse.owl#MA_0001524,http://human.owl#NCI_C12736,http://mouse.owl#MA_0001524-http://human.owl#NCI_C12736,True,-0.01786638,0.023485404,0.06206291,0.044261277,0.07470201,-0.091291405,0.18879542,0.15215081,-0.3567177,-0.039495654
865,http://mouse.owl#MA_0000070,http://human.owl#NCI_C12877,http://mouse.owl#MA_0000070-http://human.owl#NCI_C12877,True,0.06758191,0.06880948,-0.01068654,-0.06643276,-0.12572838,-0.086875826,0.08673881,0.18935934,-0.25462362,-0.13877119
710,http://mouse.owl#MA_0000467,http://human.owl#NCI_C52841,http://mouse.owl#MA_0000467-http://human.owl#NCI_C52841,True,-0.11526731,0.052592494,0.0007182285,-0.023703147,0.043613963,0.1475811,0.13342157,0.06859703,-0.18242118,-0.10623553
798,http://mouse.owl#MA_0000964,http://human.owl#NCI_C49249,http://mouse.owl#MA_0000964-http://human.owl#NCI_C49249,True,-0.017367791,0.089383006,-0.034787506,0.034303963,0.20936896,-0.03768811,0.05541896,0.17338008,-0.23114711,-0.17636779
158,http://mouse.owl#MA_0001797,http://human.owl#NCI_C13075,http://mouse.owl#MA_0001797-http://human.owl#NCI_C13075,True,0.17112684,0.056483623,-0.042424724,-0.122321054,0.124604575,-0.056684844,0.10644023,0.1797257,-0.2057586,-0.033933587
1027,http://mouse.owl#MA_0002114,http://human.owl#NCI_C53045,http://mouse.owl#MA_0002114-http://human.owl#NCI_C53045,True,0.052267287,0.11797472,0.03643749,-0.012557793,-0.08022125,-0.06489405,0.10114552,-0.046151385,-0.16758883,0.04575262
1307,http://mouse.owl#MA_0001765,http://human.owl#NCI_C49247,http://mouse.owl#MA_0001765-http://human.owl#NCI_C49247,True,0.031143494,-0.069484495,0.052084453,-0.08726697,0.11938553,-0.16193947,0.043839004,0.085337855,-0.091200575,-0.03426736
583,http://mouse.owl#MA_0001927,http://human.owl#NCI_C32956,http://mouse.owl#MA_0001927-http://human.owl#NCI_C32956,True,-0.115743525,0.15373966,0.07567491,-0.07375596,0.011933021,-0.0017313331,-0.017138634,0.08664798,-0.010662127,-0.13763632
352,http://mouse.owl#MA_0000153,http://human.owl#NCI_C12708,http://mouse.owl#MA_0000153-http://human.owl#NCI_C12708,True,0.17603599,0.0848411,0.08166997,-0.04924701,-0.09690747,-0.06746829,0.089945816,0.20234668,-0.34981543,-0.13700654
1080,http://mouse.owl#MA_0001359,http://human.owl#NCI_C12717,http://mouse.owl#MA_0001359-http://human.owl#NCI_C12717,True,0.116220936,-0.016168855,-0.012150978,-0.044760443,0.1216393,0.04042121,0.21366152,-0.029158628,-0.23742403,-0.034897678
1310,http://mouse.owl#MA_0002382,http://human.owl#NCI_C53177,http://mouse.owl#MA_0002382-http://human.owl#NCI_C53177,True,-0.11930316,0.08351492,-0.06057872,-0.053827748,0.035605907,0.008428966,-0.03920192,0.029265456,-0.18963581,0.035858944
544,http://mouse.owl#MA_0001440,http://human.owl#NCI_C33725,http://mouse.owl#MA_0001440-http://human.owl#NCI_C33725,True,-0.035423383,0.06435329,0.08235345,0.07990922,-0.101288855,-0.06936577,-0.023124017,-0.01408251,-0.20912379,-0.13286522
570,http://mouse.owl#MA_0002262,http://human.owl#NCI_C53145,http://mouse.owl#MA_0002262-http://human.owl#NCI_C53145,True,-0.07346395,-0.0148140425,-0.07357167,-0.012661397,-0.04361205,-0.062033955,-0.055303622,-0.041476227,-0.10998988,-0.100874014
599,http://mouse.owl#MA_0002534,http://human.owl#NCI_C13273,http://mouse.owl#MA_0002534-http://human.owl#NCI_C13273,True,-0.07938026,0.23060745,-0.008164167,0.017888311,0.10223108,0.081716485,-0.0077000763,0.14545351,-0.12167786,0.08640561
1339,http://mouse.owl#MA_0000879,http://human.owl#NCI_C49782,http://mouse.owl#MA_0000879-http://human.owl#NCI_C49782,True,0.026911147,0.082984164,0.033905573,0.19150099,0.06167917,0.037126325,0.25163698,0.047102973,-0.10178964,-0.08808558
195,http://mouse.owl#MA_0001468,http://human.owl#NCI_C12757,http://mouse.owl#MA_0001468-http://human.owl#NCI_C12757,True,-0.05134985,0.17073846,0.010082821,0.008640312,-0.06725488,-0.004195988,-0.078043506,0.08787033,-0.08648445,0.022518449
1348,http://mouse.owl#MA_0001110,http://human.owl#NCI_C12697,http://mouse.owl#MA_0001110-http://human.owl#NCI_C12697,True,0.14587191,-0.107343614,0.08089759,0.06856601,0.009115085,-0.1247419,0.16418615,-0.037741337,-0.19128144,0.031934712
720,http://mouse.owl#MA_0002496,http://human.owl#NCI_C32992,http://mouse.owl#MA_0002496-http://human.owl#NCI_C32992,True,0.11821931,-0.022267604,-0.0014413707,-0.07160178,-0.02279179,-0.18002455,0.14408791,0.17396376,-0.27020663,0.023892164
438,http://mouse.owl#MA_0000373,http://human.owl#NCI_C12740,http://mouse.owl#MA_0000373-http://human.owl#NCI_C12740,True,0.06200767,0.090481155,-0.03912683,-0.012549151,-0.029649895,-0.05184765,0.24507919,0.15196946,-0.29612938,-0.092147395
410,http://mouse.owl#MA_0001774,http://human.owl#NCI_C33755,http://mouse.owl#MA_0001774-http://human.owl#NCI_C33755,True,0.06941039,0.0068763085,0.012634107,0.082655095,-0.071877845,0.0448094,0.043551043,0.12623854,-0.3404882,0.14030589
96,http://mouse.owl#MA_0000772,http://human.owl#NCI_C13170,http://mouse.owl#MA_0000772-http://human.owl#NCI_C13170,True,-0.011770204,-0.08414075,-0.05555597,0.030496463,0.18670791,-0.085134655,-0.07721508,-0.0011695139,-0.2888866,-0.02597341
1406,http://mouse.owl#MA_0002083,http://human.owl#NCI_C53027,http://mouse.owl#MA_0002083-http://human.owl#NCI_C53027,True,0.10807428,0.014714606,-0.022066027,-0.0439446,-0.042513534,0.15785235,0.034207657,-0.10448073,-0.029126758,-0.0842449
156,http://mouse.owl#MA_0002385,http://human.owl#NCI_C53069,http://mouse.owl#MA_0002385-http://human.owl#NCI_C53069,True,-0.1302825,-0.013975167,-0.109839745,-0.13472007,-0.0033436045,-0.12264378,-0.10464536,0.11850673,-0.13960865,-0.10546091
419,http://mouse.owl#MA_0001422,http://human.owl#NCI_C32174,http://mouse.owl#MA_0001422-http://human.owl#NCI_C32174,True,-0.06474097,-0.09435255,0.019859446,0.074677676,0.079377085,-0.05705848,0.08806297,0.20525193,0.012646779,-0.12514213
649,http://mouse.owl#MA_0000767,http://human.owl#NCI_C33774,http://mouse.owl#MA_0000767-http://human.owl#NCI_C33774,True,0.008159202,0.08872336,0.08421232,0.033339504,0.102362916,-0.09477891,0.026096864,0.097156875,-0.038263943,-0.014258571
477,http://mouse.owl#MA_0002207,http://human.owl#NCI_C48946,http://mouse.owl#MA_0002207-http://human.owl#NCI_C48946,True,0.09213809,-0.049468525,0.13425717,0.115729734,-0.1038418,-0.107530355,-0.027003352,0.07049264,-0.034458477,0.16941822
617,http://mouse.owl#MA_0002267,http://human.owl#NCI_C53039,http://mouse.owl#MA_0002267-http://human.owl#NCI_C53039,True,0.055235144,-0.021762077,-0.05901959,-0.052971195,-0.0779459,0.09555953,-0.05987479,0.044678286,-0.0011794084,-0.020205252
949,http://mouse.owl#MA_0002535,http://human.owl#NCI_C52551,http://mouse.owl#MA_0002535-http://human.owl#NCI_C52551,True,-0.1126107,0.10988004,0.1288314,0.06896722,0.10212581,0.077198185,-0.008391338,-0.05423032,-0.17735487,0.00734172
950,http://mouse.owl#MA_0001685,http://human.owl#NCI_C49327,http://mouse.owl#MA_0001685-http://human.owl#NCI_C49327,True,0.018654328,0.1548752,-0.06158272,0.10290688,-0.0126374345,-0.1160511,-0.14357337,0.1316412,0.086823255,-0.10315795
447,http://mouse.owl#MA_0000869,http://human.owl#NCI_C32556,http://mouse.owl#MA_0000869-http://human.owl#NCI_C32556,True,-0.033928625,0.07557825,-0.13270691,0.097059995,0.14666879,-0.007754065,-0.045822695,-0.0024906415,-0.22101878,0.043922998
178,http://mouse.owl#MA_0000582,http://human.owl#NCI_C52757,http://mouse.owl#MA_0000582-http://human.owl#NCI_C52757,True,0.012130782,-0.015512098,-0.14829165,-0.029240258,0.040191192,0.002165815,0.07771472,-0.035219185,-0.16188551,-0.08125095
390,http://mouse.owl#MA_0002266,http://human.owl#NCI_C52888,http://mouse.owl#MA_0002266-http://human.owl#NCI_C52888,True,-0.0057572,0.046883695,-0.13537696,0.040765844,0.07406499,-0.14249545,0.20404443,-0.01187944,-0.17740142,-0.044336833
1304,http://mouse.owl#MA_0001039,http://human.owl#NCI_C12899,http://mouse.owl#MA_0001039-http://human.owl#NCI_C12899,True,0.13090405,-0.043911293,-0.00066047534,0.008637508,0.079745196,-0.07054016,-0.04556384,0.07057973,-0.11292167,0.002025864
651,http://mouse.owl#MA_0002681,http://human.owl#NCI_C32539,http://mouse.owl#MA_0002681-http://human.owl#NCI_C32539,True,-0.06734086,0.0030528605,0.01271572,0.10410686,0.08811541,-0.07332418,0.10233662,0.03877414,-0.247864,-0.16043538
1255,http://mouse.owl#MA_0002213,http://human.owl#NCI_C53063,http://mouse.owl#MA_0002213-http://human.owl#NCI_C53063,True,0.029914832,0.07999867,-0.13325891,0.013151765,-0.024835858,-0.0005673766,2.5592744e-06,0.13636538,-0.04710795,-0.009195391
613,http://mouse.owl#MA_0002513,http://human.owl#NCI_C13192,http://mouse.owl#MA_0002513-http://human.owl#NCI_C13192,True,0.003105253,0.040324852,-0.020252544,-0.025764704,0.09828075,-0.076422594,0.18116485,-0.07764636,-0.29546952,-0.090733
582,http://mouse.owl#MA_0002468,http://human.owl#NCI_C32999,http://mouse.owl#MA_0002468-http://human.owl#NCI_C32999,True,0.073624894,0.12065061,0.020402156,-0.028032582,0.048245262,0.08044359,-0.046318885,0.13467418,-0.29193968,0.07199232
700,http://mouse.owl#MA_0001948,http://human.owl#NCI_C52860,http://mouse.owl#MA_0001948-http://human.owl#NCI_C52860,True,0.088708885,0.039932,-0.0038162374,0.11544593,-0.0056555346,0.08044253,0.016207792,0.060983103,-0.21423385,0.023458514
879,http://mouse.owl#MA_0001734,http://human.owl#NCI_C49220,http://mouse.owl#MA_0001734-http://human.owl#NCI_C49220,True,0.13866498,0.06416933,0.10635973,0.17513284,-0.07396358,0.08943429,0.12552908,0.14992332,-0.12201177,-0.004982453
826,http://mouse.owl#MA_0002011,http://human.owl#NCI_C33216,http://mouse.owl#MA_0002011-http://human.owl#NCI_C33216,True,0.08888021,0.048500188,-0.014687877,0.15073565,0.010759978,-0.023191229,0.14166349,0.17468984,-0.14563113,0.0885607
755,http://mouse.owl#MA_0001542,http://human.owl#NCI_C12268,http://mouse.owl#MA_0001542-http://human.owl#NCI_C12268,True,0.0333587,0.07297864,-0.022205498,-0.12457648,0.025557317,0.020874973,0.07653581,0.10905765,-0.19531527,0.0023449734
714,http://mouse.owl#MA_0000590,http://human.owl#NCI_C52756,http://mouse.owl#MA_0000590-http://human.owl#NCI_C52756,True,0.058872055,-0.020301715,0.09871488,-0.022514418,0.016103484,-0.1908289,0.1201137,0.016951146,-0.1380106,-0.055496506
294,http://mouse.owl#MA_0001372,http://human.owl#NCI_C52788,http://mouse.owl#MA_0001372-http://human.owl#NCI_C52788,True,0.1376716,-0.036002867,-0.048167285,0.06097214,0.10961346,0.056055725,-0.13188449,0.027955487,-0.11560771,-0.1428226
551,http://mouse.owl#MA_0001135,http://human.owl#NCI_C33892,http://mouse.owl#MA_0001135-http://human.owl#NCI_C33892,True,0.034508213,0.106670424,0.05297023,0.13373332,-0.046068836,-0.094528705,0.011592645,0.029881056,-0.45963144,-0.08361852
1373,http://mouse.owl#MA_0000240,http://human.owl#NCI_C12395,http://mouse.owl#MA_0000240-http://human.owl#NCI_C12395,True,0.020148326,0.15423995,-0.089021266,0.023984976,-0.151543,0.08959519,0.026062414,0.11143829,-0.2111147,-0.021726381
88,http://mouse.owl#MA_0002678,http://human.owl#NCI_C32604,http://mouse.owl#MA_0002678-http://human.owl#NCI_C32604,True,0.056736797,-0.039245233,-0.12722717,-0.09195873,0.15583377,0.04212325,-0.12120504,-0.04270237,-0.102850184,-0.190282
1142,http://mouse.owl#MA_0002675,http://human.owl#NCI_C33781,http://mouse.owl#MA_0002675-http://human.owl#NCI_C33781,True,0.037931643,0.12218487,0.0008377172,0.1376626,-0.05221568,-0.19123974,0.09424387,0.033506613,-0.18027635,0.063011386
944,http://mouse.owl#MA_0000195,http://human.owl#NCI_C40336,http://mouse.owl#MA_0000195-http://human.owl#NCI_C40336,True,0.1375814,0.19392395,0.14595565,0.1056381,-0.11713319,0.09302421,0.023773972,0.015766963,-0.17422664,-0.002049997
584,http://mouse.owl#MA_0002189,http://human.owl#NCI_C53059,http://mouse.owl#MA_0002189-http://human.owl#NCI_C53059,True,0.0072534624,0.046903677,0.071186945,0.11210033,0.007987849,-0.025807954,-0.10710842,0.11680344,0.043893717,0.10802913
670,http://mouse.owl#MA_0000280,http://human.owl#NCI_C12784,http://mouse.owl#MA_0000280-http://human.owl#NCI_C12784,True,0.06868538,0.124247946,0.08915951,-0.032550223,0.017070025,-0.086094014,-0.0035465918,0.06534268,-0.37456477,-0.0912437
1402,http://mouse.owl#MA_0000177,http://human.owl#NCI_C12772,http://mouse.owl#MA_0000177-http://human.owl#NCI_C12772,True,0.16602698,0.15217292,-0.10042782,0.10235528,0.05099594,0.07951794,0.26312286,0.13668221,-0.43073863,-0.09710181
707,http://mouse.owl#MA_0001762,http://human.owl#NCI_C32400,http://mouse.owl#MA_0001762-http://human.owl#NCI_C32400,True,-0.10653008,0.102166,-0.11691047,0.045739204,-0.13921967,-0.07475189,0.18093336,-0.01554374,0.0054450193,-0.108310305
958,http://mouse.owl#MA_0002565,http://human.owl#NCI_C33519,http://mouse.owl#MA_0002565-http://human.owl#NCI_C33519,True,0.16496679,0.02971965,0.069686875,0.07349582,0.032927386,-0.07357872,0.15069571,0.15310428,-0.22220054,-0.028005218
290,http://mouse.owl#MA_0002607,http://human.owl#NCI_C33879,http://mouse.owl#MA_0002607-http://human.owl#NCI_C33879,True,-0.032397114,0.020682553,0.012620696,0.020601982,0.007296663,0.08071013,0.21753104,0.13696866,-0.18562303,0.027282447
1433,http://mouse.owl#MA_0000286,http://human.owl#NCI_C49594,http://mouse.owl#MA_0000286-http://human.owl#NCI_C49594,True,0.06923634,-0.088659614,0.12067786,0.009699695,0.17913213,-0.13665904,0.039915636,0.09244891,-0.24423358,0.14511018
705,http://mouse.owl#MA_0000198,http://human.owl#NCI_C12445,http://mouse.owl#MA_0000198-http://human.owl#NCI_C12445,True,0.09254374,0.07258535,0.109086305,-0.04657475,0.02561903,-0.18955766,0.17231452,0.07293486,-0.46710125,-0.13207799
348,http://mouse.owl#MA_0000945,http://human.owl#NCI_C49347,http://mouse.owl#MA_0000945-http://human.owl#NCI_C49347,True,0.022949874,0.055179924,-0.029855328,0.114608094,-0.068145506,-0.076933384,0.018702062,0.2514689,-0.060701884,-0.11731134
575,http://mouse.owl#MA_0002509,http://human.owl#NCI_C13234,http://mouse.owl#MA_0002509-http://human.owl#NCI_C13234,True,-0.062225442,0.14433666,0.12181461,0.13938716,-0.088384025,-0.10787141,0.09054466,0.0707679,-0.024640664,-0.0026274305
1427,http://mouse.owl#MA_0000340,http://human.owl#NCI_C12388,http://mouse.owl#MA_0000340-http://human.owl#NCI_C12388,True,0.004363306,-0.007591883,0.02317201,0.19966492,0.057991542,-0.16500026,0.0414775,0.14508823,-0.14468157,-0.058202278
701,http://mouse.owl#MA_0002287,http://human.owl#NCI_C53152,http://mouse.owl#MA_0002287-http://human.owl#NCI_C53152,True,-0.11704192,-0.015468598,0.0032154666,-0.089688815,0.039622717,-0.06300108,0.055417202,0.08820519,-0.06543034,-0.09643911
841,http://mouse.owl#MA_0001100,http://human.owl#NCI_C12806,http://mouse.owl#MA_0001100-http://human.owl#NCI_C12806,True,0.11966652,0.055121362,-0.009995975,0.003005743,0.14312918,-0.05255569,0.14539686,0.05065188,-0.18481064,-0.054879725
607,http://mouse.owl#MA_0001681,http://human.owl#NCI_C49276,http://mouse.owl#MA_0001681-http://human.owl#NCI_C49276,True,0.022591174,0.16182593,-0.1420582,0.1261384,0.17043981,0.054211706,0.014885604,0.022185594,-0.21400444,-0.12050913
458,http://mouse.owl#MA_0001373,http://human.owl#NCI_C52787,http://mouse.owl#MA_0001373-http://human.owl#NCI_C52787,True,-0.09645471,0.052127577,-0.012110632,-0.056825988,-0.09241626,0.045164037,0.00085012056,0.05047702,-0.041850403,-0.051760845
375,http://mouse.owl#MA_0001709,http://human.owl#NCI_C32692,http://mouse.owl#MA_0001709-http://human.owl#NCI_C32692,True,-0.04301638,0.1813691,0.025378197,0.19752666,-0.019011699,-0.027733667,-0.011644281,0.21588397,-0.2618218,0.093976885
333,http://mouse.owl#MA_0000574,http://human.owl#NCI_C12294,http://mouse.owl#MA_0000574-http://human.owl#NCI_C12294,True,0.22674015,0.036161136,0.0018645078,0.03708835,0.03806769,-0.018425338,0.20493336,0.07413866,-0.17915775,0.058263022
1116,http://mouse.owl#MA_0002477,http://human.owl#NCI_C12230,http://mouse.owl#MA_0002477-http://human.owl#NCI_C12230,True,0.042089213,0.06341099,0.017564386,-0.07763855,0.048429582,0.053760894,0.06363751,0.040014464,-0.0390661,0.071565345
1338,http://mouse.owl#MA_0000453,http://human.owl#NCI_C33106,http://mouse.owl#MA_0000453-http://human.owl#NCI_C33106,True,0.015915107,-0.10504447,0.15855998,0.11054315,0.13529974,-0.1904037,0.060150757,0.072989434,-0.11245839,0.06298771
